,student_ids,Gender,target
0,117553,'M',1
1,118265,'M',1
2,117858,'F',1
3,116622,'M',1
4,116270,'F',1
5,127515,'F',1
6,150306,'M',1
7,117422,'F',1
8,117541,'M',1
9,152906,'F',1
10,118171,'F',1
11,135610,'F',1
12,117435,'F',1
13,118263,'M',1
14,115257,'F',1
15,118506,'M',1
16,117835,'F',1
17,117558,'F',1
18,119804,'F',1
19,124316,'F',1
20,115273,'M',1
21,117468,'M',1
22,148451,'F',1
23,117560,'F',1
24,117561,'M',1
25,116672,'M',1
26,131340,'F',1
27,117916,'M',1
28,123726,'M',1
29,117562,'F',1
30,118471,'F',1
31,118147,'F',1
32,117122,'F',1
33,117563,'F',1
34,125558,'M',1
35,118502,'F',1
36,141419,'F',1
37,116062,'F',1
38,143681,'F',1
39,118798,'F',1
40,113361,'M',1
41,116744,'F',1
42,146702,'F',1
43,117665,'F',1
44,118247,'F',1
45,118503,'F',1
46,118019,'F',1
47,127392,'F',1
48,117424,'F',1
49,117582,'F',1
50,127172,'M',1
51,134673,'M',1
52,122317,'F',1
53,120456,'F',1
54,118031,'M',1
55,117483,'F',1
56,119553,'F',1
57,117464,'F',1
58,120503,'F',1
59,140852,'F',1
60,115360,'M',1
61,117692,'F',1
62,155847,'M',1
63,127512,'M',1
64,117585,'M',1
65,117897,'M',1
66,123065,'M',1
67,126850,'F',1
68,118782,'F',1
69,117512,'F',1
70,145447,'F',1
71,117861,'F',1
72,122926,'M',1
73,117761,'F',1
74,122794,'M',1
75,117419,'F',1
76,143862,'F',1
77,117917,'F',1
78,139896,'M',1
79,117646,'F',1
80,131475,'F',1
81,117599,'F',1
82,118223,'F',1
83,118224,'F',1
84,117465,'F',1
85,148751,'F',1
86,116757,'M',1
87,122019,'M',1
88,123629,'M',1
89,122952,'F',1
90,123118,'F',1
91,128797,'F',1
92,128218,'M',1
93,118374,'M',1
94,119257,'M',1
95,117848,'F',1
96,117824,'M',1
97,115457,'M',1
98,136556,'F',1
99,124809,'M',1
100,118186,'M',1
101,117522,'F',1
102,117684,'M',1
103,122134,'F',1
104,126769,'M',1
105,126653,'M',1
106,122871,'M',1
107,117875,'F',1
108,116646,'F',1
109,143054,'M',1
110,122097,'F',1
111,117976,'F',1
112,116412,'F',1
113,122140,'F',1
114,137955,'M',1
115,117619,'M',1
116,123030,'M',1
117,117617,'M',1
118,117674,'F',1
119,117725,'M',1
120,118500,'F',1
121,117622,'F',1
122,142855,'M',1
123,122869,'F',1
124,134904,'F',1
125,122968,'M',1
126,122955,'M',1
127,117634,'M',1
128,145265,'F',1
129,118078,'F',1
130,121869,'F',1
131,117912,'F',1
132,117487,'F',1
133,119424,'F',1
134,126101,'F',1
135,117783,'M',1
136,117495,'F',1
137,117810,'F',1
138,117676,'M',1
139,122094,'M',1
140,117442,'F',1
141,117497,'F',1
142,118195,'F',1
143,124368,'M',1
144,126842,'M',1
145,126844,'M',1
146,118254,'M',1
147,117639,'F',1
148,117915,'F',1
149,117831,'F',1
150,118955,'M',1
151,117918,'F',1
152,123192,'M',1
153,138653,'F',1
154,117723,'M',1
155,119770,'M',1
156,127186,'F',1
157,121404,'M',1
158,121104,'F',1
159,117819,'F',1
160,118253,'F',1
161,118000,'M',1
162,127006,'F',1
163,122361,'F',1
164,117806,'M',1
165,117441,'F',1
166,117502,'F',1
167,127657,'F',1
168,117485,'M',1
169,122902,'M',1
170,117548,'F',1
171,117817,'F',1
172,117759,'F',1
173,126590,'F',1
174,118725,'F',1
175,126534,'F',1
176,118024,'F',1
177,115841,'F',1
178,122963,'F',1
179,120166,'F',1
180,128507,'M',1
181,117651,'M',1
182,117670,'F',1
183,117503,'F',1
184,116449,'M',1
185,118359,'M',1
186,128772,'M',1
187,118889,'M',1
188,118168,'F',1
189,117452,'M',1
190,118681,'F',1
191,117514,'F',1
192,121102,'M',1
193,117765,'F',1
194,131183,'F',1
195,116507,'F',1
196,118150,'F',1
197,145284,'F',1
198,115598,'M',1
199,134689,'F',1
200,132613,'F',1
201,140983,'F',1
202,117746,'F',1
203,117707,'F',1
204,117431,'F',1
205,118005,'F',1
206,117704,'M',1
207,118251,'M',1
208,118812,'F',1
209,117454,'F',1
210,117149,'F',1
211,117505,'F',1
212,117739,'F',1
213,118015,'M',1
214,117318,'M',1
215,115686,'F',1
216,117524,'F',1
217,122906,'M',1
218,117857,'F',0
219,132134,'M',0
220,124402,'F',0
221,118270,'F',0
222,139405,'M',0
223,117713,'F',0
224,115228,'M',0
225,127545,'M',0
226,140285,'M',0
227,127477,'M',0
228,159804,'F',0
229,156972,'M',0
230,117461,'F',0
231,146152,'F',0
232,138274,'M',0
233,147010,'M',0
234,118123,'M',0
235,116828,'F',0
236,140119,'F',0
237,118030,'F',0
238,156525,'M',0
239,131454,'M',0
240,118354,'M',0
241,151503,'F',0
242,124159,'M',0
243,144663,'F',0
244,121844,'F',0
245,145508,'M',0
246,145507,'M',0
247,117510,'F',0
248,115256,'M',0
249,115258,'F',0
250,152299,'M',0
251,117542,'F',0
252,117543,'F',0
253,115764,'F',0
254,117097,'M',0
255,122088,'F',0
256,144403,'F',0
257,158817,'F',0
258,123855,'M',0
259,115263,'M',0
260,157768,'M',0
261,118062,'M',0
262,118074,'F',0
263,149029,'M',0
264,145281,'M',0
265,159259,'F',0
266,116296,'M',0
267,117843,'F',0
268,160117,'F',0
269,117879,'M',0
270,115280,'F',0
271,123511,'M',0
272,144308,'M',0
273,122283,'M',0
274,118022,'M',0
275,143480,'M',0
276,117894,'M',0
277,116304,'M',0
278,136097,'M',0
279,118478,'F',0
280,122098,'M',0
281,159022,'M',0
282,160755,'M',0
283,117056,'M',0
284,159053,'F',0
285,142754,'M',0
286,117564,'M',0
287,155934,'F',0
288,159366,'M',0
289,132303,'M',0
290,153054,'F',0
291,121560,'M',0
292,117565,'F',0
293,118507,'F',0
294,117729,'M',0
295,117900,'F',0
296,157280,'F',0
297,141762,'M',0
298,132806,'F',0
299,115952,'M',0
300,135149,'M',0
301,158926,'F',0
302,117567,'F',0
303,126687,'M',0
304,145724,'M',0
305,159123,'M',0
306,134935,'M',0
307,154855,'M',0
308,118262,'F',0
309,151264,'M',0
310,131386,'M',0
311,154708,'M',0
312,119652,'F',0
313,160853,'M',0
314,155853,'M',0
315,118637,'F',0
316,132257,'F',0
317,123735,'M',0
318,156661,'F',0
319,153244,'M',0
320,117575,'F',0
321,126766,'M',0
322,141764,'M',0
323,126373,'F',0
324,115319,'M',0
325,141460,'M',0
326,118842,'F',0
327,136615,'F',0
328,150086,'M',0
329,131614,'M',0
330,115883,'M',0
331,118066,'M',0
332,118070,'M',0
333,131197,'M',0
334,160302,'F',0
335,118029,'M',0
336,138419,'M',0
337,115326,'F',0
338,127059,'F',0
339,157102,'M',0
340,117809,'F',0
341,116736,'M',0
342,116873,'M',0
343,144769,'F',0
344,118809,'F',0
345,118248,'F',0
346,117578,'M',0
347,118076,'F',0
348,148481,'F',0
349,141305,'M',0
350,145213,'M',0
351,145214,'M',0
352,155895,'F',0
353,141549,'M',0
354,117579,'M',0
355,118762,'M',0
356,117728,'F',0
357,118957,'M',0
358,117520,'F',0
359,157170,'F',0
360,144843,'F',0
361,141561,'F',0
362,115338,'F',0
363,157376,'F',0
364,115340,'M',0
365,117570,'F',0
366,118308,'F',0
367,117571,'M',0
368,117715,'F',0
369,117814,'F',0
370,149391,'F',0
371,117654,'F',0
372,115961,'F',0
373,117722,'M',0
374,132372,'M',0
375,159917,'M',0
376,148478,'M',0
377,127143,'M',0
378,132760,'F',0
379,131422,'M',0
380,117697,'F',0
381,160652,'F',0
382,153213,'F',0
383,156558,'M',0
384,147728,'F',0
385,135228,'F',0
386,116416,'F',0
387,160966,'M',0
388,158322,'F',0
389,143677,'M',0
390,134700,'F',0
391,117874,'M',0
392,148204,'F',0
393,135131,'M',0
394,154884,'M',0
395,122279,'M',0
396,158996,'M',0
397,117594,'M',0
398,128359,'F',0
399,115384,'M',0
400,148881,'F',0
401,153303,'M',0
402,155497,'M',0
403,133164,'F',0
404,160008,'F',0
405,143216,'F',0
406,134822,'M',0
407,115388,'F',0
408,143007,'M',0
409,118192,'F',0
410,146155,'M',0
411,117596,'M',0
412,117906,'F',0
413,117538,'M',0
414,123962,'M',0
415,118225,'M',0
416,140452,'M',0
417,151312,'M',0
418,115395,'F',0
419,115208,'F',0
420,144455,'M',0
421,142974,'F',0
422,134975,'M',0
423,115991,'F',0
424,158991,'M',0
425,157002,'F',0
426,118441,'F',0
427,117376,'F',0
428,122956,'M',0
429,137956,'F',0
430,115409,'F',0
431,116750,'M',0
432,143770,'M',0
433,131414,'M',0
434,141468,'M',0
435,118956,'M',0
436,158980,'M',0
437,155772,'F',0
438,159402,'M',0
439,116038,'M',0
440,159119,'M',0
441,123510,'F',0
442,116448,'M',0
443,128574,'M',0
444,151256,'M',0
445,156193,'M',0
446,117862,'F',0
447,159461,'F',0
448,153766,'M',0
449,117667,'F',0
450,122270,'F',0
451,147070,'F',0
452,118188,'M',0
453,117769,'F',0
454,117708,'F',0
455,116752,'M',0
456,118101,'F',0
457,155173,'M',0
458,159350,'M',0
459,145222,'F',0
460,154161,'M',0
461,146132,'M',0
462,159261,'F',0
463,115425,'M',0
464,153270,'M',0
465,118393,'M',0
466,115426,'F',0
467,126688,'M',0
468,149074,'M',0
469,117920,'M',0
470,157366,'M',0
471,125660,'M',0
472,117749,'M',0
473,139759,'F',0
474,118499,'M',0
475,159047,'M',0
476,115772,'M',0
477,135744,'M',0
478,160607,'F',0
479,114355,'M',0
480,150508,'F',0
481,118934,'F',0
482,155900,'F',0
483,115887,'M',0
484,117343,'M',0
485,154659,'F',0
486,126613,'M',0
487,115438,'M',0
488,113456,'M',0
489,155948,'M',0
490,158336,'M',0
491,115802,'F',0
492,159356,'F',0
493,137867,'M',0
494,159453,'M',0
495,117604,'M',0
496,117605,'M',0
497,160665,'F',0
498,123149,'M',0
499,118154,'F',0
500,117841,'F',0
501,118966,'F',0
502,117609,'F',0
503,116729,'M',0
504,117687,'M',0
505,118347,'M',0
506,153094,'F',0
507,123858,'M',0
508,146760,'F',0
509,116046,'F',0
510,150819,'M',0
511,119503,'F',0
512,114515,'M',0
513,116442,'F',0
514,149471,'F',0
515,159168,'F',0
516,144787,'F',0
517,123031,'M',0
518,118162,'M',0
519,117438,'M',0
520,160403,'M',0
521,158602,'M',0
522,151504,'F',0
523,117614,'M',0
524,126594,'M',0
525,131229,'M',0
526,118967,'F',0
527,122561,'M',0
528,118190,'M',0
529,115469,'M',0
530,117516,'F',0
531,139954,'F',0
532,115803,'F',0
533,117508,'M',0
534,118090,'M',0
535,135115,'M',0
536,135017,'M',0
537,118105,'F',0
538,118989,'M',0
539,118779,'F',0
540,118282,'F',0
541,118135,'F',0
542,117989,'M',0
543,118343,'M',0
544,158056,'M',0
545,159278,'F',0
546,118331,'M',0
547,149707,'M',0
548,117825,'F',0
549,130915,'M',0
550,148283,'F',0
551,139912,'F',0
552,153227,'F',0
553,117528,'M',0
554,117019,'F',0
555,155705,'M',0
556,118476,'M',0
557,117911,'F',0
558,145094,'M',0
559,132193,'F',0
560,122966,'F',0
561,117790,'F',0
562,115950,'F',0
563,123329,'M',0
564,118793,'F',0
565,116418,'F',0
566,117795,'M',0
567,122908,'F',0
568,118185,'M',0
569,118271,'F',0
570,127526,'F',0
571,153232,'F',0
572,115897,'M',0
573,118999,'M',0
574,117675,'F',0
575,117484,'M',0
576,153712,'M',0
577,117731,'F',0
578,148905,'M',0
579,160014,'M',0
580,123207,'F',0
581,138184,'M',0
582,117826,'M',0
583,115508,'F',0
584,141380,'M',0
585,117633,'F',0
586,146169,'M',0
587,144847,'F',0
588,150889,'M',0
589,118196,'M',0
590,115777,'F',0
591,158634,'M',0
592,122638,'F',0
593,115520,'F',0
594,151310,'F',0
595,140283,'M',0
596,135159,'M',0
597,153230,'M',0
598,127459,'F',0
599,116735,'F',0
600,144264,'F',0
601,159116,'M',0
602,117803,'F',0
603,117788,'M',0
604,156868,'M',0
605,150620,'F',0
606,118509,'M',0
607,117756,'M',0
608,117401,'F',0
609,118919,'M',0
610,149282,'M',0
611,128308,'F',0
612,127057,'F',0
613,149414,'M',0
614,159003,'M',0
615,128468,'F',0
616,152014,'F',0
617,117888,'M',0
618,118389,'M',0
619,117677,'M',0
620,117863,'F',0
621,115532,'M',0
622,126684,'F',0
623,128155,'M',0
624,159034,'F',0
625,141231,'M',0
626,159004,'F',0
627,152041,'M',0
628,155922,'F',0
629,115534,'M',0
630,158990,'F',0
631,117726,'M',0
632,148880,'M',0
633,158054,'M',0
634,150867,'M',0
635,115539,'M',0
636,138093,'F',0
637,124084,'F',0
638,159017,'M',0
639,159386,'F',0
640,118079,'F',0
641,117712,'F',0
642,140341,'F',0
643,154633,'M',0
644,118103,'M',0
645,116491,'F',0
646,116492,'M',0
647,160155,'F',0
648,154620,'F',0
649,117864,'M',0
650,116897,'M',0
651,151353,'F',0
652,118909,'F',0
653,116625,'F',0
654,116248,'M',0
655,122362,'M',0
656,115545,'F',0
657,159737,'M',0
658,126700,'F',0
659,139875,'F',0
660,117951,'M',0
661,135717,'M',0
662,121405,'F',0
663,160165,'F',0
664,118206,'F',0
665,127952,'F',0
666,148139,'M',0
667,118752,'M',0
668,148075,'M',0
669,123204,'M',0
670,125503,'F',0
671,121859,'F',0
672,117757,'M',0
673,118092,'M',0
674,150411,'M',0
675,116890,'F',0
676,117881,'M',0
677,118274,'M',0
678,141548,'M',0
679,117638,'M',0
680,117637,'M',0
681,159398,'M',0
682,117489,'F',0
683,160717,'M',0
684,145400,'F',0
685,114519,'F',0
686,117928,'F',0
687,116458,'M',0
688,117439,'F',0
689,118715,'F',0
690,123754,'F',0
691,131327,'M',0
692,117014,'F',0
693,118334,'F',0
694,121702,'M',0
695,116555,'F',0
696,154617,'M',0
697,130779,'M',0
698,117556,'M',0
699,157404,'F',0
700,160365,'F',0
701,117778,'M',0
702,127099,'M',0
703,123516,'F',0
704,118309,'F',0
705,116835,'F',0
706,159351,'M',0
707,159120,'F',0
708,144762,'M',0
709,123573,'F',0
710,152854,'F',0
711,159209,'F',0
712,117427,'M',0
713,154857,'F',0
714,117527,'F',0
715,115623,'M',0
716,139377,'M',0
717,116636,'F',0
718,118704,'M',0
719,116755,'M',0
720,118269,'M',0
721,145958,'M',0
722,158059,'M',0
723,152732,'F',0
724,118385,'M',0
725,115812,'M',0
726,127138,'M',0
727,150754,'F',0
728,154055,'M',0
729,118470,'M',0
730,117877,'M',0
731,118140,'M',0
732,155701,'M',0
733,118474,'M',0
734,141970,'M',0
735,122962,'F',0
736,159254,'M',0
737,117319,'F',0
738,115639,'M',0
739,160803,'M',0
740,160626,'F',0
741,118726,'M',0
742,117429,'M',0
743,118383,'M',0
744,146704,'F',0
745,157197,'M',0
746,117023,'M',0
747,159121,'M',0
748,118936,'M',0
749,135156,'F',0
750,118361,'M',0
751,115865,'F',0
752,118400,'M',0
753,159279,'M',0
754,117296,'M',0
755,148669,'F',0
756,117793,'F',0
757,117145,'F',0
758,129756,'F',0
759,117775,'F',0
760,149583,'M',0
761,157159,'F',0
762,115653,'M',0
763,116260,'M',0
764,153247,'F',0
765,115941,'F',0
766,115794,'M',0
767,127491,'M',0
768,118219,'M',0
769,116671,'F',0
770,117451,'F',0
771,117434,'M',0
772,158411,'F',0
773,149235,'M',0
774,115135,'F',0
775,122964,'F',0
776,137975,'F',0
777,116738,'M',0
778,141933,'M',0
779,125359,'F',0
780,143813,'F',0
781,115662,'M',0
782,150715,'M',0
783,143157,'M',0
784,148261,'F',0
785,117652,'M',0
786,115734,'M',0
787,121602,'F',0
788,154859,'F',0
789,127100,'F',0
790,117852,'F',0
791,123048,'M',0
792,117820,'F',0
793,118510,'M',0
794,119259,'M',0
795,117853,'M',0
796,159102,'M',0
797,122873,'F',0
798,118082,'M',0
799,129552,'F',0
800,117777,'M',0
801,117832,'F',0
802,155963,'M',0
803,117656,'M',0
804,149858,'F',0
805,118291,'M',0
806,159679,'F',0
807,116721,'F',0
808,133157,'M',0
809,117377,'M',0
810,156420,'F',0
811,156419,'F',0
812,115600,'F',0
813,119364,'F',0
814,150635,'F',0
815,125059,'M',0
816,116568,'M',0
817,117709,'M',0
818,158076,'M',0
819,117659,'F',0
820,159255,'M',0
821,133260,'M',0
822,117737,'M',0
823,118107,'F',0
824,158389,'M',0
825,117982,'M',0
826,118844,'F',0
827,117931,'M',0
828,160328,'F',0
829,141656,'M',0
830,117430,'F',0
831,159756,'F',0
832,146854,'F',0
833,156488,'F',0
834,132559,'F',0
835,118160,'M',0
836,128702,'F',0
837,133302,'F',0
838,124128,'M',0
839,117733,'M',0
840,118307,'M',0
841,117621,'M',0
842,118504,'F',0
843,116031,'F',0
844,123709,'F',0
845,141763,'M',0
846,118161,'M',0
847,118810,'F',0
848,122856,'F',0
849,153625,'M',0
850,118109,'M',0
851,134807,'M',0
852,159005,'M',0
853,117807,'F',0
854,117780,'M',0
855,117735,'M',0
856,116705,'F',0
857,144405,'F',0
858,155918,'F',0
859,123315,'M',0
860,159652,'F',0
861,128114,'M',0
862,117886,'F',0
863,159664,'M',0
864,125612,'F',0
865,136312,'M',0
866,113902,'F',0
867,159458,'M',0
868,122960,'F',0
869,144415,'M',0
870,118780,'F',0
871,122138,'M',0
872,158918,'F',0
873,117808,'M',0
874,156356,'F',0
875,123041,'M',0
876,117744,'M',0
877,116048,'F',0
878,159678,'M',0
879,159280,'M',0
880,136135,'F',0
881,161008,'F',0
882,123967,'M',0
883,138428,'M',0
884,118888,'M',0
885,135225,'F',0
